species_id,eng_name_key,kor_name_key,name,form_key,type_a,type_b,generation,Gender_Unknown,Gender_Male,Gender_Female,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Experience_Type,Category,HP,A,B,C,D,S,Total
133,Eevee,이브이,Eevee,Default,Normal,None,1,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,55,55,50,45,65,55,325
134,Vaporeon,샤미드,Vaporeon,Default,Water,None,1,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,130,65,60,110,95,65,525
135,Jolteon,쥬피썬더,Jolteon,Default,Electric,None,1,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,65,65,60,110,95,130,525
136,Flareon,부스터,Flareon,Default,Fire,None,1,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,65,130,60,95,110,65,525
137,Porygon,폴리곤,Porygon,Default,Normal,None,1,TRUE,0,0,20,Mineral,,45,MediumFast,Ordinary,65,60,70,85,75,40,395
138,Omanyte,암나이트,Omanyte,Default,Rock,Water,1,FALSE,87.5,12.5,30,Water1,Water3,45,MediumFast,Ordinary,35,40,100,90,55,35,355
139,Omastar,암스타,Omastar,Default,Rock,Water,1,FALSE,87.5,12.5,30,Water1,Water3,45,MediumFast,Ordinary,70,60,125,115,70,55,495
140,Kabuto,투구,Kabuto,Default,Rock,Water,1,FALSE,87.5,12.5,30,Water1,Water3,45,MediumFast,Ordinary,30,80,90,55,45,55,355
141,Kabutops,투구푸스,Kabutops,Default,Rock,Water,1,FALSE,87.5,12.5,30,Water1,Water3,45,MediumFast,Ordinary,60,115,105,65,70,80,495
142,Aerodactyl,프테라,Aerodactyl,Default,Rock,Flying,1,FALSE,87.5,12.5,35,Flying,,45,Slow,Ordinary,80,105,65,60,75,130,515
142,Aerodactyl,프테라,Mega Aerodactyl,Mega,Rock,Flying,1,FALSE,87.5,12.5,35,Flying,,45,Slow,Ordinary,80,135,85,70,95,150,615
143,Snorlax,잠만보,Snorlax,Default,Normal,None,1,FALSE,87.5,12.5,40,Monster,,25,Slow,Ordinary,160,110,65,65,110,30,540
144,Articuno,프리져,Articuno,Default,Ice,Flying,1,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,90,85,100,95,125,85,580
144,Articuno,프리져,Galarian Articuno,Galarian,Psychic,Flying,8,TRUE,0,0,120,Undiscovered,,3,Slow,Semi-Legendary,90,85,85,125,100,95,580
145,Zapdos,썬더,Zapdos,Default,Electric,Flying,1,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,90,90,85,125,90,100,580
145,Zapdos,썬더,Galarian Zapdos,Galarian,Fighting,Flying,8,TRUE,0,0,120,Undiscovered,,3,Slow,Semi-Legendary,90,125,90,85,90,100,580
146,Moltres,파이어,Moltres,Default,Fire,Flying,1,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,90,100,90,125,85,90,580
146,Moltres,파이어,Galarian Moltres,Galarian,Dark,Flying,8,TRUE,0,0,120,Undiscovered,,3,Slow,Semi-Legendary,90,85,90,100,125,90,580
147,Dratini,미뇽,Dratini,Default,Dragon,None,1,FALSE,50,50,40,Water1,Dragon,45,Slow,Ordinary,41,64,45,50,50,50,300
148,Dragonair,신뇽,Dragonair,Default,Dragon,None,1,FALSE,50,50,40,Water1,Dragon,45,Slow,Ordinary,61,84,65,70,70,70,420
149,Dragonite,망나뇽,Dragonite,Default,Dragon,Flying,1,FALSE,50,50,40,Water1,Dragon,45,Slow,Ordinary,91,134,95,100,100,80,600
150,Mewtwo,뮤츠,Mewtwo,Default,Psychic,None,1,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,106,110,90,154,90,130,680
150,Mewtwo,뮤츠,Mega Mewtwo X,Mega_X,Psychic,Fighting,1,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,106,190,100,154,100,130,780
150,Mewtwo,뮤츠,Mega Mewtwo Y,Mega_Y,Psychic,None,1,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,106,150,70,194,120,140,780
151,Mew,뮤,Mew,Default,Psychic,None,1,TRUE,0,0,120,Undiscovered,,45,MediumSlow,Mythical,100,100,100,100,100,100,600
152,Chikorita,치코리타,Chikorita,Default,Grass,None,2,FALSE,87.5,12.5,20,Monster,Grass,45,MediumSlow,Ordinary,45,49,65,49,65,45,318
153,Bayleef,베이리프,Bayleef,Default,Grass,None,2,FALSE,87.5,12.5,20,Monster,Grass,45,MediumSlow,Ordinary,60,62,80,63,80,60,405
154,Meganium,메가니움,Meganium,Default,Grass,None,2,FALSE,87.5,12.5,20,Monster,Grass,45,MediumSlow,Ordinary,80,82,100,83,100,80,525
155,Cyndaquil,브케인,Cyndaquil,Default,Fire,None,2,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,39,52,43,60,50,65,309
156,Quilava,마그케인,Quilava,Default,Fire,None,2,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,58,64,58,80,65,80,405
157,Typhlosion,블레이범,Typhlosion,Default,Fire,None,2,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,78,84,78,109,85,100,534
157,Typhlosion,블레이범,Hisuian Typhlosion,Hisuian,Fire,Ghost,8,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,73,84,78,119,85,95,534
158,Totodile,리아코,Totodile,Default,Water,None,2,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,50,65,64,44,48,43,314
159,Croconaw,엘리게이,Croconaw,Default,Water,None,2,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,65,80,80,59,63,58,405
160,Feraligatr,장크로다일,Feraligatr,Default,Water,None,2,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,85,105,100,79,83,78,530
161,Sentret,꼬리선,Sentret,Default,Normal,None,2,FALSE,50,50,15,Ground,,255,MediumFast,Ordinary,35,46,34,35,45,20,215
162,Furret,다꼬리,Furret,Default,Normal,None,2,FALSE,50,50,15,Ground,,90,MediumFast,Ordinary,85,76,64,45,55,90,415
163,Hoothoot,부우부,Hoothoot,Default,Normal,Flying,2,FALSE,50,50,15,Flying,,255,MediumFast,Ordinary,60,30,30,36,56,50,262
164,Noctowl,야부엉,Noctowl,Default,Normal,Flying,2,FALSE,50,50,15,Flying,,90,MediumFast,Ordinary,100,50,50,86,96,70,452
165,Ledyba,레디바,Ledyba,Default,Bug,Flying,2,FALSE,50,50,15,Bug,,255,Fast,Ordinary,40,20,30,40,80,55,265
166,Ledian,레디안,Ledian,Default,Bug,Flying,2,FALSE,50,50,15,Bug,,90,Fast,Ordinary,55,35,50,55,110,85,390
167,Spinarak,페이검,Spinarak,Default,Bug,Poison,2,FALSE,50,50,15,Bug,,255,Fast,Ordinary,40,60,40,40,40,30,250
168,Ariados,아리아도스,Ariados,Default,Bug,Poison,2,FALSE,50,50,15,Bug,,90,Fast,Ordinary,70,90,70,60,70,40,400
169,Crobat,크로뱃,Crobat,Default,Poison,Flying,2,FALSE,50,50,15,Flying,,90,MediumFast,Ordinary,85,90,80,70,80,130,535
170,Chinchou,초라기,Chinchou,Default,Water,Electric,2,FALSE,50,50,20,Water2,,190,Slow,Ordinary,75,38,38,56,56,67,330
171,Lanturn,랜턴,Lanturn,Default,Water,Electric,2,FALSE,50,50,20,Water2,,75,Slow,Ordinary,125,58,58,76,76,67,460
172,Pichu,피츄,Pichu,Default,Electric,None,2,FALSE,50,50,10,Undiscovered,,190,MediumFast,Ordinary,20,40,15,35,35,60,205
173,Cleffa,픽시,Cleffa,Default,Fairy,None,2,FALSE,25,75,10,Undiscovered,,150,Fast,Ordinary,50,25,28,45,55,15,218
174,Igglybuff,푸푸린,Igglybuff,Default,Normal,Fairy,2,FALSE,25,75,10,Undiscovered,,170,Fast,Ordinary,90,30,15,40,20,15,210
175,Togepi,토게피,Togepi,Default,Fairy,None,2,FALSE,87.5,12.5,10,Undiscovered,,190,Fast,Ordinary,35,20,65,40,65,20,245
176,Togetic,토게틱,Togetic,Default,Fairy,Flying,2,FALSE,87.5,12.5,10,Flying,Fairy,75,Fast,Ordinary,55,40,85,80,105,40,405
177,Natu,네이티,Natu,Default,Psychic,Flying,2,FALSE,50,50,20,Flying,,190,MediumFast,Ordinary,40,50,45,70,45,70,320
178,Xatu,네이티오,Xatu,Default,Psychic,Flying,2,FALSE,50,50,20,Flying,,75,MediumFast,Ordinary,65,75,70,95,70,95,470
179,Mareep,메리프,Mareep,Default,Electric,None,2,FALSE,50,50,20,Monster,Ground,235,MediumSlow,Ordinary,55,40,40,65,45,35,280
180,Flaaffy,보송송,Flaaffy,Default,Electric,None,2,FALSE,50,50,20,Monster,Ground,120,MediumSlow,Ordinary,70,55,55,80,60,45,365
181,Ampharos,전룡,Ampharos,Default,Electric,None,2,FALSE,50,50,20,Monster,Ground,45,MediumSlow,Ordinary,90,75,85,115,90,55,510
181,Ampharos,전룡,Mega Ampharos,Mega,Electric,Dragon,2,FALSE,50,50,20,Monster,Ground,45,MediumSlow,Ordinary,90,95,105,165,110,45,610
182,Bellossom,아르코,Bellossom,Default,Grass,None,2,FALSE,50,50,20,Grass,,45,MediumSlow,Ordinary,75,80,95,90,100,50,490
183,Marill,마릴,Marill,Default,Water,Fairy,2,FALSE,50,50,10,Water1,Fairy,190,Fast,Ordinary,70,20,50,20,50,40,250
184,Azumarill,마릴리,Azumarill,Default,Water,Fairy,2,FALSE,50,50,10,Water1,Fairy,75,Fast,Ordinary,100,50,80,60,80,50,420
185,Sudowoodo,꼬지모,Sudowoodo,Default,Rock,None,2,FALSE,50,50,20,Mineral,,65,MediumFast,Ordinary,70,100,115,30,65,30,410
186,Politoed,왕구리,Politoed,Default,Water,None,2,FALSE,50,50,20,Water1,,45,MediumSlow,Ordinary,90,75,75,90,100,70,500
187,Hoppip,통통코,Hoppip,Default,Grass,Flying,2,FALSE,50,50,20,Fairy,Grass,255,MediumSlow,Ordinary,35,35,40,35,55,50,250
188,Skiploom,두코,Skiploom,Default,Grass,Flying,2,FALSE,50,50,20,Fairy,Grass,120,MediumSlow,Ordinary,55,45,50,45,65,80,340
189,Jumpluff,솜솜코,Jumpluff,Default,Grass,Flying,2,FALSE,50,50,20,Fairy,Grass,45,MediumSlow,Ordinary,75,55,70,55,95,110,460
190,Aipom,에이팜,Aipom,Default,Normal,None,2,FALSE,50,50,20,Ground,,45,Fast,Ordinary,55,70,55,40,55,85,360
191,Sunkern,해너츠,Sunkern,Default,Grass,None,2,FALSE,50,50,20,Grass,,235,MediumSlow,Ordinary,30,30,30,30,30,30,180
192,Sunflora,해루미,Sunflora,Default,Grass,None,2,FALSE,50,50,20,Grass,,120,MediumSlow,Ordinary,75,75,55,105,85,30,425
193,Yanma,왕자리,Yanma,Default,Bug,Flying,2,FALSE,50,50,20,Bug,,75,MediumFast,Ordinary,65,65,45,75,45,95,390
194,Wooper,우파,Paldean Wooper,Paldean,Poison,Ground,9,FALSE,50,50,20,Water1,Ground,255,MediumFast,Ordinary,55,45,45,25,25,15,210
194,Wooper,우파,Wooper,Default,Water,Ground,2,FALSE,50,50,20,Water1,Ground,255,MediumFast,Ordinary,55,45,45,25,25,15,210
195,Quagsire,누오,Quagsire,Default,Water,Ground,2,FALSE,50,50,20,Water1,Ground,90,MediumFast,Ordinary,95,85,85,65,65,35,430
196,Espeon,에브이,Espeon,Default,Psychic,None,2,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,65,65,60,130,95,110,525
197,Umbreon,블래키,Umbreon,Default,Dark,None,2,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,95,65,110,60,130,65,525
198,Murkrow,니로우,Murkrow,Default,Dark,Flying,2,FALSE,50,50,20,Flying,,30,MediumSlow,Ordinary,60,85,42,85,42,91,405
199,Slowking,야도킹,Slowking,Default,Water,Psychic,2,FALSE,50,50,20,Monster,Water1,70,MediumFast,Ordinary,95,75,80,100,110,30,490
199,Slowking,야도킹,Galarian Slowking,Galarian,Poison,Psychic,8,FALSE,50,50,20,Monster,Water1,70,MediumFast,Ordinary,95,65,80,110,110,30,490
200,Misdreavus,무우마,Misdreavus,Default,Ghost,None,2,FALSE,50,50,25,Amorphous,,45,Fast,Ordinary,60,60,60,85,85,85,435
201,Unown,안농,Unown,Default,Psychic,None,2,TRUE,0,0,40,Undiscovered,,225,MediumFast,Ordinary,48,72,48,72,48,48,336
202,Wobbuffet,마자용,Wobbuffet,Default,Psychic,None,2,FALSE,50,50,20,Amorphous,,45,MediumFast,Ordinary,190,33,58,33,58,33,405
203,Girafarig,키링키,Girafarig,Default,Normal,Psychic,2,FALSE,50,50,20,Ground,,60,MediumFast,Ordinary,70,80,65,90,65,85,455
204,Pineco,피콘,Pineco,Default,Bug,None,2,FALSE,50,50,20,Bug,,190,MediumFast,Ordinary,50,65,90,35,35,15,290
205,Forretress,쏘콘,Forretress,Default,Bug,Steel,2,FALSE,50,50,20,Bug,,75,MediumFast,Ordinary,75,90,140,60,60,40,465
206,Dunsparce,노고치,Dunsparce,Default,Normal,None,2,FALSE,50,50,20,Ground,,190,MediumFast,Ordinary,100,70,70,65,65,45,415
207,Gligar,글라이거,Gligar,Default,Ground,Flying,2,FALSE,50,50,20,Bug,,60,MediumSlow,Ordinary,65,75,105,35,65,85,430
208,Steelix,강철톤,Steelix,Default,Steel,Ground,2,FALSE,50,50,25,Mineral,,25,MediumFast,Ordinary,75,85,200,55,65,30,510
208,Steelix,강철톤,Mega Steelix,Mega,Steel,Ground,2,FALSE,50,50,25,Mineral,,25,MediumFast,Ordinary,75,125,230,55,95,30,610
209,Snubbull,블루,Snubbull,Default,Fairy,None,2,FALSE,25,75,20,Ground,Fairy,190,Fast,Ordinary,60,80,50,40,40,30,300
210,Granbull,그랑블루,Granbull,Default,Fairy,None,2,FALSE,25,75,20,Ground,Fairy,75,Fast,Ordinary,90,120,75,60,60,45,450
211,Qwilfish,침바루,Qwilfish,Default,Water,Poison,2,FALSE,50,50,20,Water2,,45,MediumFast,Ordinary,65,95,85,55,55,85,440
211,Qwilfish,침바루,Hisuian Qwilfish,Hisuian,Dark,Poison,8,FALSE,50,50,20,Water2,,45,MediumFast,Ordinary,65,95,85,55,55,85,440
212,Scizor,핫삼,Scizor,Default,Bug,Steel,2,FALSE,50,50,25,Bug,,25,MediumFast,Ordinary,70,130,100,55,80,65,500
212,Scizor,핫삼,Mega Scizor,Mega,Bug,Steel,2,FALSE,50,50,25,Bug,,25,MediumFast,Ordinary,70,150,140,65,100,75,600
213,Shuckle,단단지,Shuckle,Default,Bug,Rock,2,FALSE,50,50,20,Bug,,190,MediumSlow,Ordinary,20,10,230,10,230,5,505
214,Heracross,헤라크로스,Heracross,Default,Bug,Fighting,2,FALSE,50,50,25,Bug,,45,Slow,Ordinary,80,125,75,40,95,85,500
214,Heracross,헤라크로스,Mega Heracross,Mega,Bug,Fighting,2,FALSE,50,50,25,Bug,,45,Slow,Ordinary,80,185,115,40,105,75,600
215,Sneasel,포푸니,Sneasel,Default,Dark,Ice,2,FALSE,50,50,20,Ground,,60,MediumSlow,Ordinary,55,95,55,35,75,115,430
215,Sneasel,포푸니,Hisuian Sneasel,Hisuian,Fighting,Poison,8,FALSE,50,50,20,Ground,,60,MediumSlow,Ordinary,55,95,55,35,75,115,430
216,Teddiursa,깜지곰,Teddiursa,Default,Normal,None,2,FALSE,50,50,20,Ground,,120,MediumFast,Ordinary,60,80,50,50,50,40,330
217,Ursaring,링곰,Ursaring,Default,Normal,None,2,FALSE,50,50,20,Ground,,60,MediumFast,Ordinary,90,130,75,75,75,55,500
218,Slugma,마그마그,Slugma,Default,Fire,None,2,FALSE,50,50,20,Amorphous,,190,MediumFast,Ordinary,40,40,40,70,40,20,250
219,Magcargo,마그카르고,Magcargo,Default,Fire,Rock,2,FALSE,50,50,20,Amorphous,,75,MediumFast,Ordinary,60,50,120,90,80,30,430
220,Swinub,꾸꾸리,Swinub,Default,Ice,Ground,2,FALSE,50,50,20,Ground,,225,Slow,Ordinary,50,50,40,30,30,50,250
221,Piloswine,메꾸리,Piloswine,Default,Ice,Ground,2,FALSE,50,50,20,Ground,,75,Slow,Ordinary,100,100,80,60,60,50,450
222,Corsola,코산호,Corsola,Default,Water,Rock,2,FALSE,25,75,20,Water1,Water3,60,Fast,Ordinary,65,55,95,65,95,35,410
222,Corsola,코산호,Galarian Corsola,Galarian,Ghost,None,8,FALSE,25,75,20,Water1,Water3,60,Fast,Ordinary,60,55,100,65,100,30,410
223,Remoraid,총어,Remoraid,Default,Water,None,2,FALSE,50,50,20,Water1,Water2,190,MediumFast,Ordinary,35,65,35,65,35,65,300
224,Octillery,대포무노,Octillery,Default,Water,None,2,FALSE,50,50,20,Water1,Water2,75,MediumFast,Ordinary,75,105,75,105,75,45,480
225,Delibird,딜리버드,Delibird,Default,Ice,Flying,2,FALSE,50,50,20,Water1,Ground,45,Fast,Ordinary,45,55,45,65,45,75,330
226,Mantine,만타인,Mantine,Default,Water,Flying,2,FALSE,50,50,25,Water1,,25,Slow,Ordinary,85,40,70,80,140,70,485
227,Skarmory,무장조,Skarmory,Default,Steel,Flying,2,FALSE,50,50,25,Flying,,25,Slow,Ordinary,65,80,140,40,70,70,465
228,Houndour,델빌,Houndour,Default,Dark,Fire,2,FALSE,50,50,20,Ground,,120,Slow,Ordinary,45,60,30,80,50,65,330
229,Houndoom,헬가,Houndoom,Default,Dark,Fire,2,FALSE,50,50,20,Ground,,45,Slow,Ordinary,75,90,50,110,80,95,500
229,Houndoom,헬가,Mega Houndoom,Mega,Dark,Fire,2,FALSE,50,50,20,Ground,,45,Slow,Ordinary,75,90,90,140,90,115,600
230,Kingdra,킹드라,Kingdra,Default,Water,Dragon,2,FALSE,50,50,20,Water1,Dragon,45,MediumFast,Ordinary,75,95,95,95,95,85,540
231,Phanpy,코코리,Phanpy,Default,Ground,None,2,FALSE,50,50,20,Ground,,120,MediumFast,Ordinary,90,60,60,40,40,40,330
232,Donphan,코리갑,Donphan,Default,Ground,None,2,FALSE,50,50,20,Ground,,60,MediumFast,Ordinary,90,120,120,60,60,50,500
233,Porygon2,폴리곤2,Porygon2,Default,Normal,None,2,TRUE,0,0,20,Mineral,,45,MediumFast,Ordinary,85,80,90,105,95,60,515
234,Stantler,노라키,Stantler,Default,Normal,None,2,FALSE,50,50,20,Ground,,45,Slow,Ordinary,73,95,62,85,65,85,465
235,Smeargle,루브도,Smeargle,Default,Normal,None,2,FALSE,50,50,20,Ground,,45,Fast,Ordinary,55,20,35,20,45,75,250
236,Tyrogue,배루키,Tyrogue,Default,Fighting,None,2,FALSE,100,0,25,Undiscovered,,75,MediumFast,Ordinary,35,35,35,35,35,35,210
237,Hitmontop,카포에라,Hitmontop,Default,Fighting,None,2,FALSE,100,0,25,Human-Like,,45,MediumFast,Ordinary,50,95,95,35,110,70,455
238,Smoochum,뽀뽀라,Smoochum,Default,Ice,Psychic,2,FALSE,0,100,25,Undiscovered,,45,MediumFast,Ordinary,45,30,15,85,65,65,305
239,Elekid,에레키드,Elekid,Default,Electric,None,2,FALSE,75,25,25,Undiscovered,,45,MediumFast,Ordinary,45,63,37,65,55,95,360
240,Magby,마그비,Magby,Default,Fire,None,2,FALSE,75,25,25,Undiscovered,,45,MediumFast,Ordinary,45,75,37,70,55,83,365
241,Miltank,밀탱크,Miltank,Default,Normal,None,2,FALSE,0,100,20,Ground,,45,Slow,Ordinary,95,80,105,40,70,100,490
242,Blissey,해피너스,Blissey,Default,Normal,None,2,FALSE,0,100,40,Fairy,,30,Fast,Ordinary,255,10,10,75,135,55,540
243,Raikou,라이코,Raikou,Default,Electric,None,2,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,90,85,75,115,100,115,580
244,Entei,앤테이,Entei,Default,Fire,None,2,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,115,115,85,90,75,100,580
245,Suicune,스이쿤,Suicune,Default,Water,None,2,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,100,75,115,90,115,85,580
246,Larvitar,애버라스,Larvitar,Default,Rock,Ground,2,FALSE,50,50,40,Monster,,45,Slow,Ordinary,50,64,50,45,50,41,300
247,Pupitar,데기라스,Pupitar,Default,Rock,Ground,2,FALSE,50,50,40,Monster,,45,Slow,Ordinary,70,84,70,65,70,51,410
248,Tyranitar,마기라스,Tyranitar,Default,Rock,Dark,2,FALSE,50,50,40,Monster,,45,Slow,Ordinary,100,134,110,95,100,61,600
248,Tyranitar,마기라스,Mega Tyranitar,Mega,Rock,Dark,2,FALSE,50,50,40,Monster,,45,Slow,Ordinary,100,164,150,95,120,71,700
249,Lugia,루기아,Lugia,Default,Psychic,Flying,2,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,106,90,130,90,154,110,680
250,Ho-Oh,칠색조,Ho-Oh,Default,Fire,Flying,2,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,106,130,90,110,154,90,680
251,Celebi,세레비,Celebi,Default,Psychic,Grass,2,TRUE,0,0,120,Undiscovered,,45,MediumSlow,Mythical,100,100,100,100,100,100,600
252,Treecko,나무지기,Treecko,Default,Grass,None,3,FALSE,87.5,12.5,20,Monster,Dragon,45,MediumSlow,Ordinary,40,45,35,65,55,70,310
253,Grovyle,나무돌이,Grovyle,Default,Grass,None,3,FALSE,87.5,12.5,20,Monster,Dragon,45,MediumSlow,Ordinary,50,65,45,85,65,95,405
254,Sceptile,나무킹,Sceptile,Default,Grass,None,3,FALSE,87.5,12.5,20,Monster,Dragon,45,MediumSlow,Ordinary,70,85,65,105,85,120,530
254,Sceptile,나무킹,Mega Sceptile,Mega,Grass,Dragon,3,FALSE,87.5,12.5,20,Monster,Dragon,45,MediumSlow,Ordinary,70,110,75,145,85,145,630
255,Torchic,아차모,Torchic,Default,Fire,None,3,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,45,60,40,70,50,45,310
256,Combusken,영치코,Combusken,Default,Fire,Fighting,3,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,60,85,60,85,60,55,405
257,Blaziken,번치코,Blaziken,Default,Fire,Fighting,3,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,80,120,70,110,70,80,530
257,Blaziken,번치코,Mega Blaziken,Mega,Fire,Fighting,3,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,80,160,80,130,80,100,630
258,Mudkip,물짱이,Mudkip,Default,Water,None,3,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,50,70,50,50,50,40,310
259,Marshtomp,늪짱이,Marshtomp,Default,Water,Ground,3,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,70,85,70,60,70,50,405
260,Swampert,대짱이,Swampert,Default,Water,Ground,3,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,100,110,90,85,90,60,535
260,Swampert,대짱이,Mega Swampert,Mega,Water,Ground,3,FALSE,87.5,12.5,20,Monster,Water1,45,MediumSlow,Ordinary,100,150,110,95,110,70,635
261,Poochyena,포챠나,Poochyena,Default,Dark,None,3,FALSE,50,50,15,Ground,,255,MediumFast,Ordinary,35,55,35,30,30,35,220
262,Mightyena,그라에나,Mightyena,Default,Dark,None,3,FALSE,50,50,15,Ground,,127,MediumFast,Ordinary,70,90,70,60,60,70,420
263,Zigzagoon,지그제구리,Zigzagoon,Default,Normal,None,3,FALSE,50,50,15,Ground,,255,MediumFast,Ordinary,38,30,41,30,41,60,240
263,Zigzagoon,지그제구리,Galarian Zigzagoon,Galarian,Dark,Normal,8,FALSE,50,50,15,Ground,,255,MediumFast,Ordinary,38,30,41,30,41,60,240
264,Linoone,직구리,Linoone,Default,Normal,None,3,FALSE,50,50,15,Ground,,90,MediumFast,Ordinary,78,70,61,50,61,100,420
264,Linoone,직구리,Galarian Linoone,Galarian,Dark,Normal,8,FALSE,50,50,15,Ground,,90,MediumFast,Ordinary,78,70,61,50,61,100,420
265,Wurmple,개무소,Wurmple,Default,Bug,None,3,FALSE,50,50,15,Bug,,255,MediumFast,Ordinary,45,45,35,20,30,20,195
266,Silcoon,실쿤,Silcoon,Default,Bug,None,3,FALSE,50,50,15,Bug,,120,MediumFast,Ordinary,50,35,55,25,25,15,205
267,Beautifly,뷰티플라이,Beautifly,Default,Bug,Flying,3,FALSE,50,50,15,Bug,,45,MediumFast,Ordinary,60,70,50,100,50,65,395
268,Cascoon,카스쿤,Cascoon,Default,Bug,None,3,FALSE,50,50,15,Bug,,120,MediumFast,Ordinary,50,35,55,25,25,15,205
269,Dustox,독케일,Dustox,Default,Bug,Poison,3,FALSE,50,50,15,Bug,,45,MediumFast,Ordinary,60,50,70,50,90,65,385
270,Lotad,연꽃몬,Lotad,Default,Water,Grass,3,FALSE,50,50,15,Water1,Grass,255,MediumSlow,Ordinary,40,30,30,40,50,30,220
271,Lombre,로토스,Lombre,Default,Water,Grass,3,FALSE,50,50,15,Water1,Grass,120,MediumSlow,Ordinary,60,50,50,60,70,50,340
272,Ludicolo,로파파,Ludicolo,Default,Water,Grass,3,FALSE,50,50,15,Water1,Grass,45,MediumSlow,Ordinary,80,70,70,90,100,70,480
273,Seedot,도토링,Seedot,Default,Grass,None,3,FALSE,50,50,15,Ground,Grass,255,MediumSlow,Ordinary,40,40,50,30,30,30,220
274,Nuzleaf,잎새코,Nuzleaf,Default,Grass,Dark,3,FALSE,50,50,15,Ground,Grass,120,MediumSlow,Ordinary,70,70,40,60,40,60,340
275,Shiftry,다탱구,Shiftry,Default,Grass,Dark,3,FALSE,50,50,15,Ground,Grass,45,MediumSlow,Ordinary,90,100,60,90,60,80,480
276,Taillow,테일로,Taillow,Default,Normal,Flying,3,FALSE,50,50,15,Flying,,200,MediumSlow,Ordinary,40,55,30,30,30,85,270
277,Swellow,스왈로,Swellow,Default,Normal,Flying,3,FALSE,50,50,15,Flying,,45,MediumSlow,Ordinary,60,85,60,75,50,125,455
278,Wingull,갈모매,Wingull,Default,Water,Flying,3,FALSE,50,50,20,Water1,Flying,190,MediumFast,Ordinary,40,30,30,55,30,85,270
279,Pelipper,패리퍼,Pelipper,Default,Water,Flying,3,FALSE,50,50,20,Water1,Flying,45,MediumFast,Ordinary,60,50,100,95,70,65,440
280,Ralts,랄토스,Ralts,Default,Psychic,Fairy,3,FALSE,50,50,20,Human-Like,Amorphous,235,Slow,Ordinary,28,25,25,45,35,40,198
281,Kirlia,킬리아,Kirlia,Default,Psychic,Fairy,3,FALSE,50,50,20,Human-Like,Amorphous,120,Slow,Ordinary,38,35,35,65,55,50,278
282,Gardevoir,가디안,Gardevoir,Default,Psychic,Fairy,3,FALSE,50,50,20,Human-Like,Amorphous,45,Slow,Ordinary,68,65,65,125,115,80,518
282,Gardevoir,가디안,Mega Gardevoir,Mega,Psychic,Fairy,3,FALSE,50,50,20,Amorphous,,45,Slow,Ordinary,68,85,65,165,135,100,618
283,Surskit,비구술,Surskit,Default,Bug,Water,3,FALSE,50,50,15,Water1,Bug,200,MediumFast,Ordinary,40,30,32,50,52,65,269
284,Masquerain,비나방,Masquerain,Default,Bug,Flying,3,FALSE,50,50,15,Water1,Bug,75,MediumFast,Ordinary,70,60,62,100,82,80,454
285,Shroomish,버섯꼬,Shroomish,Default,Grass,None,3,FALSE,50,50,15,Fairy,Grass,255,Fluctuating,Ordinary,60,40,60,40,60,35,295
286,Breloom,버섯모,Breloom,Default,Grass,Fighting,3,FALSE,50,50,15,Fairy,Grass,90,Fluctuating,Ordinary,60,130,80,60,60,70,460
287,Slakoth,게을로,Slakoth,Default,Normal,None,3,FALSE,50,50,15,Ground,,255,Slow,Ordinary,60,60,60,35,35,30,280
